id,utterance,label
124,"
Allt frá því að Davíð heimssótti sína kæru Frú Tcher ( sem þarf ekki að sofa nema 4 klst á sólarhing) þá hefu Ísland orðið lítil Ameríka,en með fátæktargirldur í farteskinu varðandi atvinnulausa, öryrkja og eldriborgara. Núna, þegar bankanri hafa hrunið og verið er að vinna að lausnum, þá gleymist hluti þessarar Ameríkaniserar; þ.e. að þeri sem áttu sannanlega þátt í að setja landið á hausisnn, þ.e. hægt að sannaþað á þá, þeimber að segja af sér a la aamerkikos. Hér, Ónei, hér er notuð sú aðferð að kjasta fólk í hel, senda því og fréttamenn sandstorm frétt um að hér er verið að skoða ALLT í rólegheitum og það gæti tekið mörg ár. Hver gagnrýnisröddin eftir aðra kemur með svo gagnsæjar spurningar til ráðamanna, að þeir hafa varla við að segj; nei, ég hef ekki heyrt þetta, eða; þetta er komið í nefndi (við vitum hvað það þýrð) og svar forsætisráðherra að það verði að breyta lögum til að koma Davaðið frá og svo mn ráðherrann ekki hvað fór fram í síma milli þeirra. Hann hefði viljað formlegar fund. Þetta gefur vísbendingu um forna stjórnarhætti Davðíð: Símafundir, ígildi formlegs , skriflegs fundir. Vissi ekki að einn Carleone hefði hreiðrað um sig í Seðlabankanum, maður sem skilur ekki mörkin á milli vinnunnar og pólitíkusinnar.Og í hasarnum bak við tjöldin í byrjun október út af Glitni, þá vildi hann bara fá
einhverja lykilmenn, já,bræður með sér, Björgvin viðskiptaráðherra var ekki á þeim list. Ekki ráðherra ríkisstjórnar, nema að hluta til. Þetta snerti alla þjóðina, en það var lítill klíkufundur miðaldra karla sem lokuðu sig af eins og skapar heimsins og útkoman var: dominaáhrif með öllu sem tilheyri.",'Reiði'
370,Það versta er að ég gæti alveg borið virðingu fyrir Þorgerði Katrínu ef hún hefði sagt af sér á réttum forsendum. Í stað þess segir hún af sér til að skaða ekki FLOKKINN! Fyrirgefið en hún og náttúrulega fleiri sköðuðu ÞJÓÐINA. Mér verður bara illt af að lesa það að hún sé einhver hetja vegna þessa.,'Hneykslun;Reiði;Hneykslun;Reiði;Ógeðistilfinning'
212,"
Ég get fullvissað þig og aðra um það, Gísli Bergsveinn, að við vitum hverju við erum að mótmæla.Þarna á að fórna gríðarlegum verðmætum fyrir hugsanlegt álver í Helguvík.Virkjana- og álversfíknin er orðin sjúkleg í íslensku þjóðfélagi og fyrir vikið hafa stjórnvöld hvorki litið til hægri né vinstriheldur ætt áfram á hraða ljóssins og ekki hikað við að fórna meiri verðmætum fyrir minniog stela landinu og auðlindunum frá þjóðinni.Og hver græðir?  Ekki íslenskur almenningur, svo mikið er víst.Peningarnir fara í fárra manna vasa, fyrirtæki verða ef til vill einkavædd, þau sem ekki hafa verið það nú þegar,ganga síðan kaupum og sölum og lenda hjá hæstbjóðanda.  Hvað verður þá um tvær af verðmætustu náttúruauðlindum Íslendinga, heita vatnið og hreina loftið?Eins og svo oft áður er byrjað á vitlausum enda og flýtirinn svo mikill að ekki er staldrað við til að íhugaþörfina og afleiðingar þess sem á að framkvæma. Og það er meira að segja vitað og viðurkenntað virkjunin sem um ræðir verður gagnslaus eftir um 40 ár! En eyðileggingin er óafturkræf og eilíf.Ég held stundum að við sem vinnum við ferðaþjónustu gerum okkur betur grein fyrir en margir aðrirhve stórkostleg verðmæti felast í ósnortinni náttúru Íslands því oft metur fólk ekki að verðleikumhvað sem það hefur við bæjardyrnar og tekur því sem sjálfsögðum hlut.En sú reynsla að upplifa náttúru landsins með augum útlendinga sem hingað komaog eru vanir gjörólíku umhverfi - það er lífsreynsla sem getur breytt manns eigin hugarfari til frambúðar.Á Hengilssvæðinu er náttúran mjög fjölbreytt og segja má, að á litlu svæði geti fólk séð sýnishorn af flestu því sem prýðir íslenska náttúru víðast hvar um landið. Þetta sést mjög vel á myndunum í myndasafninu á http://www.hengill.nu/ auk slóðarinnar http://photo.blog.is/blog/photo/entry/351625/ sem minnst er á í athugasemd hér að ofan.  Hér er líka önnur slóð þar sem fjallað er meðal annars um Hengilssvæðið: http://notendur.centrum.is/~ate/tenglar.htm.Kveðja,Lára Hanna",'Hneykslun;Reiði;Sorg'
554,Herra Guðlaugur! víst á að blanda saman Reykjavík og restina af landinu. Annað er ekki með í dæmi fólks um pólitík.,'Reiði;Hneykslun'
258,"
Ég er enginn aðdáandi núverandi stjórnarherra en  þér þykir það sjálfsagt merkilegur fjandi að þeir nái ekki að skeina upp allan skítinn eftir sjálfstæðisflokkinn svona hviss bang.
Eða hvað!!!!!Enda ekki svo lítið sem þessi flokkur þinn hefur afrekað á undanförnum 2 áratugum.
Svo held ég að þú ættir að kynna þér hvað er að gerast í sambandi við álmálin.
Þeir hafa lýst því yfir að þeir séu hættir við allar framkvæmdir í bili og eru að loka álverum erlendis og minnka umsvif.
Eða er það furða? Er ekki kreppa?",'Reiði'
63,Guð geymi ykkur.,'Sorg'
426,Einstaklega falleg færsla. Og hvort ég man eftir henni systur þinni þeirri yndislegu stúlku. Ég sat stundum hjá henni henni þegar hún afgreiddi á bílastöðinni þegar ég bjó á Vesturveginum. Hún var einstök bæði falleg og góð. Það var mikil sorg hér heima þegar hún lést ung kona. Blessuð sé minning hennar.,'Sorg;Gleði'
393,"Ekki eru allir jafn heppnir og þú með lífið Svavar, fyrir mjög marga er lífið algert víti.""Hver er sinnar gæfu smiður"" er bara ekki rétt í svo mörgum tilvikum.",'Hlutlaust;Sorg'
44,Hvað ætli margar miljónir barna standi í sporum apabarnsins og finna aldrei neinn svan? Þau deyja kannsi ekki líkamlega. En þau deyja nú samt. Hvað ætli þau séu mörg á Íslandi?,'Sorg'
3,Hugsa til ykkar á hverjum degi og sendi ykkur fullt fang af góðum batakveðjum það er ekki annað í boði en að þetta fari allt vel.,'Sorg'
211,Til hamingju með afmælið!,'Gleði'
297,HaHa það væri nú findið að ef Jón Ásgeir eða einhverjir álíka auðrónar ættu fangelsi og svo myndi þeir fá gistingu þar sjálfir...,'Gleði'
425,"
Góð Ester.
kv.gmaria.",'Gleði'
580,"
Halli: átti ekki að standa: aðfararnótt laugardags fremur en föstudags?
Annars finnst mér skondið í þessari frétt: Dælubílar slökkviliðs koma eins og skrattinn úr sauðaleggnum.",'Gleði;Gleði'
377,"
Það er ómetanlegt að eiga góðar vinkonur!  Facebook I don´t think so.  Örugglega rosalegur tímaþjófur.",'Gleði;Hneykslun'
29,"Vísindi hef ég ekki séð enn, bara línurit sem hægt er að breyta fram og til baka..Hér er einn annar Nigel Lawson sem var var háttsettur innan bresku ríkistjórnarinnar. Og hefur pælt mikið í þessum hnatræni hlýnun. Reyndar var honum hent út úr Rotchild  foundation þar sem hann var í ráðgjafa stöðu fyrir skoðannirnar sínar. Mér allavega fynnst hans rök allveg meika sens. Er þetta ekki bara allt samsæri gegn mönnum eins og Monckton og Lawson?Hér eru tvö rök úr grein sem var birt um daginn hjá Daily Mail, endilega lesið alla greinina, hún allavega meikar mikið sens fyrir mig. Svo er það Al Gore, Afhverju trúið þið honum? Mynduð þið trúa Bush? Þessi tveir eru aldir upp í leynireglu skóla kallaður Skull and Bones. Googlið þið  bara og þá sjáið þið hvað ég er að tala um. Uss þetta er allt mjög sérkennilegt!! Now, I readily admit that I am not a scientist; but then neither are the vast majority of those who espouse the currently fashionable madness. Moreover, most of those scientists who speak with such certainty about global warming and climate change are not climate scientists, or Earth scientists of any kind, and thus have no special knowledge to contribute.It is striking that during the 21st century, carbon dioxide emissions have been growing faster than ever - thanks in particular to the rapid growth of the Chinese economy - yet there has been no further global warming at all.Read more: http://www.dailymail.co.uk/news/article-557374/The-REAL-inconvenient-truth-Zealotry-global-warming-damage-Earth-far-climate-change.html#ixzz0WmOstvTD
Vísindi hef ég ekki séð enn, bara línurit sem hægt er að breyta fram og til baka..
Hér er einn annar Nigel Lawson sem var var háttsettur innan bresku ríkistjórnarinnar. Og hefur pælt mikið í þessum hnatræni hlýnun. Reyndar var honum hent út úr Rotchild  foundation þar sem hann var í ráðgjafa stöðu fyrir skoðannirnar sínar. Mér allavega fynnst hans rök allveg meika sens. Er þetta ekki bara allt samsæri gegn mönnum eins og Monckton og Lawson?
Hér eru tvö rök úr grein sem var birt um daginn hjá Daily Mail, endilega lesið alla greinina, hún allavega meikar mikið sens fyrir mig.
Svo er það Al Gore, Afhverju trúið þið honum? Mynduð þið trúa Bush? Þessi tveir eru aldir upp í leynireglu skóla kallaður Skull and Bones. Googlið þið  bara og þá sjáið þið hvað ég er að tala um. Uss þetta er allt mjög sérkennilegt!!
Now, I readily admit that I am not a scientist; but then neither are the vast majority of those who espouse the currently fashionable madness. Moreover, most of those scientists who speak with such certainty about global warming and climate change are not climate scientists, or Earth scientists of any kind, and thus have no special knowledge to contribute.
It is striking that during the 21st century, carbon dioxide emissions have been growing faster than ever - thanks in particular to the rapid growth of the Chinese economy - yet there has been no further global warming at all.",'Hneykslun'
317,"
Hrannar, ertu að segja að hægt sé að setja alla trú undir sama hatt?  Trúleysingjar eru trúaðir á að betra sé trúa ekki...  lol.  Er kristin trú og trúin á að sólin muni koma upp á morgun það sama?  Er nóg að hafa bara einhverja trú til þess að hafa von?  Mér finnst þú skilgreina orðin ""trú"" og ""von"" ansi breitt, sérstaklega þar sem bæði þessi orð geta haft fjölmargar ólíkar merkingar.",'Hneykslun'
231,"já því ver og miður. Ef maður vill vera þjóðernissinni þá er það varla hægt nema verða fyrir aðkasti og ég verð því að kalla mig ""ættjarðarelskanda""? nei takk! ég ætla að berjast fyrir þessu áfram  góður pistill.",'Hneykslun'
440,"
Hvergi örlar á ummælum um það óhjákvæmilega viðfangsefni að bregðast við því að núverandi orkulindir gangi til þurrðar á þessari öld. Látið er eins og að jarðefnaeldsneyti gefi af sér sjálfbæra og endurnýjanlega orku.",'Hneykslun'
490,"
Hvernig er það, þarf engin að taka ábyrgð á hvernig komið er? Hvernig geta þessir bankastjórar gengið frá ástandinu blygðunarlaust? Það var verið að lána fólki sem vitað mál var að gat ekki staðið í skilum. Húsnæðislán alveg út í hött. Ég keypti íbúð heima sumarið 2005 og skulda núna meir í henni heldur en þegar ég tók við henni. Faðir minn lést fyrir ári síðan og arfurinn minn var mestmegnis í hlutabréfum sem hafa orðið að engu. Þetta er bara sama sagan og hjá svo mörgum. Og nú er bara bent á hvorn annan og engin vill taka ábyrgð á þessum ósköpum.  Íslendingum er mjög gjarnt á að lifa um efni fram, vilja eignast allt strax í stað þess að kaupa ekki nema að peningur sé fyrir hendi. Nú væri gott ráð að klippa niður krítar og debet kortin og eiða aðeins þeim pening sem til er í buddunni.",'Hneykslun;Reiði;Hneykslun'
534,"Hafðu engar áhyggjur, Íslendingar skíttapa þessu máli.",'Ógeðistilfinning;Hlutlaust'
600,Ég er búin að fá ógeð á þessum manni svei mér þá.,'Ógeðistilfinning'
534,"Hafðu engar áhyggjur, Íslendingar skíttapa þessu máli.",'Ógeðistilfinning;Hlutlaust'
600,Ég er búin að fá ógeð á þessum manni svei mér þá.,'Ógeðistilfinning'
600,Ég er búin að fá ógeð á þessum manni svei mér þá.,'Ógeðistilfinning'
619,"
Elsku farðu varlega með nikótínábótina - hægt að fá of mikið af þessum fjanda með  því að nota eitthvað sem tengist ""hættumaðreykjameðnikotínsprengjutyggjóeðaplástureðaúða"" og vera með sígarettur um leið. Vil ekki missa þig héðan vegna overdose eða vegna þess að nikótín hjálparhella náði tökum á þér og sendi þig flipp flapp og heljarstökk aftur á bak.
En kannski er bara öll leikfimi okkur til heilsubótar þannig að ef þú ert að flippa og flappa þá kannski munt þú fyllast af endorfíni og sá kraftur gæti sent okkur hérna ennþá kraftmeiri blogg frá þér en hingað til (ef það er hægt þá - nógu kröftug er ungfrúin fyrir):..
En allavega, hvort sem sá ruglaði byggði á sandi eða klöpp - þá er það rétt hjá þér að þú ert sígarettulega séð á slíkum stað, taktu á því og láttu nikótínið ekki ráða yfir þér - vert þú húsbóndinn og ekki bíða í mánuð á overdósskammti af þessum fjanda - u could go flat on that. Ekki það að auðvitað viljum við öll vera dálítið flöt - en ekki kylliflöt - flétt út af nikótíndraug.",'Hræðsla;Hræðsla;Gleði'
270,"
Gott hjá Dúu, verðið þið ekkert smá hrædd þegar koma svona tvær myndir af henni í röð?? scream.!!!  Friður kannski??",'Hræðsla'
296,"
Ok ég hef tekið eftir þotulínunum sem hanga í loftinu lengi og tekið nokkrar myndir af þeim. en hafði ekki hugmynd um að þetta bylgju mynstur tengdist þessu eiturbraski. Takk fyrir fróðleikinn",'Hræðsla'
270,"
Gott hjá Dúu, verðið þið ekkert smá hrædd þegar koma svona tvær myndir af henni í röð?? scream.!!!  Friður kannski??",'Hræðsla'
296,"
Ok ég hef tekið eftir þotulínunum sem hanga í loftinu lengi og tekið nokkrar myndir af þeim. en hafði ekki hugmynd um að þetta bylgju mynstur tengdist þessu eiturbraski. Takk fyrir fróðleikinn",'Hræðsla'
489,"
Það er enginn ágreiningur um orsök loftslagsbreytinga. Orsökin er gríðarleg aukning gróðurhúsalofttegunda í lofthjúpnum frá upphafi iðnvæðingar.",'Hlutlaust'
96,"
Þú viðurkennir að stökkbreytingar gerist og þær geti verið gagnlegar. Þá er helsta vandamálið þitt að geta ekki séð hvernig milljarður slíkra breytinga geti saman myndað jafn fullkominn hlut og þennan mótor.
Fyrir hvern milljarð breytinga sem þurftu að verða til að ná þróun mótorsins þá hafa orðið trilljarður breytinga sem að leiddu ekki til þróunar á flagellunni. Vegna tíðni breytinganna og ótrúlegum fjölda frumna þá gerist þetta svona.
Eins og nefnt hefur verið þá er flagellan ekki þróuð línulega. Hún er samsett úr mörgum próteinum sem hafa þróast í öðrum tilgangi. Því þarf ekki jafn margar einstakar stökkbreytingar til að ná fram jafn fullkomnu tæki. Stökkbreytingar sem færa ólík prótein saman eða tvo próteinhópa.
Til þess að fækka enn kynslóðum sem þarf til að dreifa stökkbreytingum þá eru mörgferli sem dreifa erfðamengi milli frumna.
Sú þróun sem orðið hefur á bakteríum seinustu ár sem mótsvar við meðferðum með sýklalyfjum ætti að gera öllum ljóst hversu öflugt náttúruvalið er. Þetta hefur gerst á hálfri öld. Einfalt er að sjá ef að ein jafn róttæk breyting gerist á hálfrar aldar fresti þá verða breytingarnar ansi margar í sögu lífins.
Þegar þú bendir fólki svo á þetta video og spyrð það hvernig slíkur hlutur geti myndast vegna handahófskenndra breytinga. Það er vegna þess að þetta video er ekki raunveruleg mynd af mótornum. Þetta er einfölduð skýringarmynd. Prótein í raunveruleikanum líta út eins og hárboltar. Fullt af óþarfa, tilviljanakennt útlit.",'Hlutlaust'
95,"Smá bull í viðbót, háttvirtur síðuhaldari gaf reyndar upp boltan með þetta: (hann samt ekkert í blakinu svo ég viti?!)
Mótmælendur leggjast lágt,
líkar ei það Stínu.
Aumingjar sem eiga bágt,
yðka dýrapínu!
En mikill er annars máttur þinn kona, sé nefnilega að inn á textavarpið íslenska er komið íshokkí og á dagskrá m.a. er leikur Vancouver og NY Rangers kl. 22 að hérlendum tíma!",'Hlutlaust'
300,"
Komdu bara í Samfylkinguna og vertu með okkur í jákæðri uppbyggingu samfélagsins, í stað þess að nöldra þetta sí og æ",'Hlutlaust'
473,"
Sæl Kristín, þú ert óþreytandi við að miðla upplýsingum sem ekki sjást í fjölmiðlum landsins og átt heiður skilið. Síðan þín orðin fjölmiðill margra við að sækja sér upplýsingar.
Mig langar til að benda á þessa frétt. Þar sem farið er ofaní tölur í Ísrael en þar virðist um margt vera svipað og á Íslandi nema kannski farið heldur varlegar í að bólusetja blessuð börnin.
https://childrenshealthdefense.org/defender/kim-iversen-covid-vaccine-data-israel/",'Hlutlaust'
